json_parsed.adnumber,name,category,description
38883088,Gigabyte 990FXA-UD3 R5 Motherboard, Desktop Hardware and Accessories,"PRICE LOWERED!This is a Gigabyte 990FXA-UD3 R5 motherboard.  It is nearly new, meaning I only used it for about a month.  There is nothing wrong with the board, I switched to an ASUS motherboard because Linux is not too friendly with GigaByte boards.The motherboard comes with all manuals, box, static bag and SAS cables."
38883152,Broadband Cable Modem, Laptop Hardware and Accessories ,New in a box...costs alot more elsewhere... check out ny other ads as well...
38882930,brand new samsung galaxy tab s book cover 8.4 in, Android Tablets and Accessories,"New in package, dark blue color. Samsung Galaxy Tab S book cover for 8.4 model. MSRP 60.00. Text if interested 801-888-2663"
38534887,Canon iPF8000 with 2 New In Box PF-03 Printheads, Printers,"Canon iPF8000 being sold as-is, with 2 new in box print heads and $2400 worth of new ink wells(in the printer). Comes with all 12 ink wells (2 are the small wells and are not new). This has been a well maintained machine and has treated us well. Comes with complete service manual, driver cd, and 2 spool holders."
38882637,27 inch Thunderbolt Display, Monitors,"I'm selling my 27 inch Thunderbolt Display, I bought it last year and don't need it anymore. Pristine condition, works great, comes with adapter for charger port.801-814-2371"
38882603,Dell 1550 And HD HDD Bay, Desktops,Everything starts just missing hdscsi cable from server to HDD bay..
38882376,Three monitors, Monitors,"3 monitors with stander only for $200,each one has 21 inch, heavy stander. It is good for business and game use.Feel free to call or text 801-898-9691,Tang"
38678385,NZXT H440 Computer case, Desktop Hardware and Accessories,"good condition overall. I still have the original manual, box, and a bunch of extra screws that came with it. I used this in my last build for about a year so there is a bit of wear. the worst of it is some sort of scratch/stain on the panel(check the last picture).Asking $75, will consider other offers and possibly a trade for other computer parts, phones, etc.texting is best."
38882144,Konica Magicolor 2300 Series High Capacity Toner Cartridge, Printers,"Konica Magicolor 2300 SeriesHigh Capacity Toner CartridgeI have 2 Cyan and 1 Yellow""New In Box""No guarantee as these are also ""Old Stock""However being Laser Toner they really do not have a shelf life.All for $30.00 (Can sell separate for $30.00 EACH)"
38882177,HP Pavilion laptop, Laptops,"This is a HP Pavilion m6-1035dx refurbished laptop. AMD quad-core A10-4600M accelerated processor. 640GB hard drive. Fingerprint reader. Did optical drive. 65W AC adaptor. Windows 7. Beats speakers. 
This laptop looks great and works like new. Only selling because I have no use for it anymore. Great buy!"
38882076,OKI OKIPAGE 10/12 Series Type 5 Image Drum, Printers,"OKI OKIPAGE 10/12 Series Type 5 Image DrumI have 2""New In Box"" (box on one is a bit label damaged)No guarantee as these are also ""Old Stock""However being Laser Toner they really do not have a shelf life.All for $20.00 (Can sell separate for $20.00 EACH)"
38881987,OKI C5100/C5150/C5200/C5300/C5400 series Genuine Image Drum, Printers,"OKI C5100/C5150/C5200C5300/C5400 seriesGenuine Image Drum Type C6I have 2, one is Magenta the other is Yellow""New In Box""No guarantee as these are also ""Old Stock""However being Laser Toner they really do not have a shelf life.Both for $30.00 (Call sell separate for $30.00 EACH)"
38881822,OKI C5100/C5150/C5200/C5300/C5400 Toner Cartridges, Printers,"OKI C5100/C5150/C5200C5300/C5400 seriesGenuine Toner CartridgeHigh Capacity Type C6I have 2 Cyan, 1 Magenta and 1 Yellow""New In Box""No guarantee as these are also ""Old Stock""However being Laser Toner they really do not have a shelf life.All for $20.00 (Call sell separate for $20.00 EACH)"
38881382,"Samsung Galaxy Tab S 8.4-Inch Tablet (16 GB, Titanium Bronze new in the box", Android Tablets and Accessories,"CALL OR TEXT 385 630 1303Android 4.4 Kit Kat OS, 1.9 GHz Exynos 5 Octa Processor (1.9 GHz Quad Core + 1.3 GHz Quad Core)16 GB Flash Memory, 3 GB RAM Memory. Wi-Fi ONLY, not 4G Compatible.Camera: 8MP Rear with LED Flash + 2.1MP Front, Connectivity: ac dual band wifiSuper AMOLED Display with 2560x1600 WQXGA ResolutionFeatures Ultra Power Saving Mode and Fingerprint Scanner"
38881089,"2016 MacBook Pro, 13 inch, retinal display", Apple Laptops,"This MacBook Pro was purchased (brand new) one month ago, and has only been used 3 times. I have been issued a computer for work, so I no longer need this one. It's in immaculate condition, no stickers, scratches, covers, etc., and has all the original instructions, packaging, cords, purchase receipts, etc. Originally purchased for $1300. I can send photos upon request or provide any additional details requested. Please feel free to contact me for more information."
38880953,Kingston Hyperx Predator 2x4Gb KHX16C9T2K2/8, Desktop Hardware and Accessories,This memories are in great working conditioncall for more info
38880912,"Apple 29W USB-C Power Adapter, A1540 for new MacBook's", Apple Laptops,This is a replacement Apple brand USB-C power adapter with duckhead and cable and 1 meter long cable. This is used for the newer Apple laptops which have a USB-C connector.Tet is best!
38880560,"dell lattiude 10 inch tablet,and wireless keyboard", Android Tablets and Accessories,"This is my 10 inch tablet works great has win 8.1 on it comes with box and charger .and a soft case and blue tooth .wireless keyboardwill take trades on all my stuff . guns ,ammo ,electronicssee my other addscall or txt-msg can meet in the slc-orem"
38880473,samsung 4gb2rx4 ddr-3 1333mhz pc3 10600r x4 16 gb total server ram, Desktop Hardware and Accessories,M393B5170FH0-CH9Q5 Samsung 4gb Ddr3 1333mhz Pc3-10600 240-Pin Ecc Reg ram .this is server ram works in special mother boards.works great pulled from working systemsee my other adds call or txt-msgcan meet in slc-orem area
38880372,"INNOLUX BT140GW02 V.0 LAPTOP LCD SCREEN 14.0"" WXGA HD LED DIODE", Laptop Hardware and Accessories ,"This is a new INNOLUX BT140GW02 V.0 LAPTOP LCD SCREEN 14.0"" WXGA HD LED DIODE I open the package to take pictures call ortxt-msgsee my other addscan meet in slc-orem area"
38880268,Motorola DSL WiFi Gateway 2247-n8 $45.00, Desktop Hardware and Accessories,"The Motorola Netopia 2247-N8 ADSL2+ 802.11n Wi-Fi gateway combines an ADSL2+ modem, four-port Ethernet switch, and 802.11b/g/n Wi-Fi radio for residential users to connect anywhere in the home. The 2247-N8 gateway is the perfect networking solution for the home, home office, or small business. It allows users to create a custom network to share a single ultra-broadband connection, files, and networked peripherals using wired or Wi-Fi connectivity. With this full-featured gateway, high-speed Internet connectivity is only the beginning. It features support for Wi-Fi Multi-media (WMM) assures advanced Quality of Service (QoS) for Wi-Fi delivery of Voice-over-IP (VoIP) applications, IPTV, and streaming broadcast-quality video. With four 10/100 Ethernet ports, the 2247-N8 can be used to set up a home network to share a printer, data, music, and video files. The 2247-N8 features 3-D Reach� Express 802.11g/b/n Wi-Fi�. Use of MIMO (multiple-input and multiple-output) technology with 802.11n eliminates the need for wires altogether, enabling users to easily/wirelessly network all of their 802.11 b/g/n equipped devices. The 2247-N8 with 802.11n enables users to maximize the high-bandwidth potential of their home or business network. Product Features:Compatible with Motorola�s 3-D Reach� wireless adapters for easy expansion of the home local area networkIntegrated 802.11n wireless access point, 2 x 2 antenna arrayWireless N Networking with Dual Band Wi-FiBackwards compatible with 802.11 b/gWi-Fi Wizard for secure PC client setupWi-Fi Security WEP/WPA/WPA2Support for Multi cast IP ServicesFour gigabit Ethernet ports enable flexible, high-speed connectivity with Auto-MDIX and Auto-NegotiateAdvanced firewall with DoS protection and intrusion preventionUser-friendly online diagnostics and configuration"
38527160,HP Pavilion Laptop, Laptops,"This is a great 13.3"" laptop, that is currently running windows 8. With a free upgrade to Windows 10. It is a convertible laptop, with multi-touch display. Great condition! Will only sell to pick-ups only. (no shipping) Text me at anytime with questions"
38880089,ZOOM Cable modem/router - $35 (Midvale), Desktop Hardware and Accessories,"New: $199.00This high-performance product is very easy to use. Dual adjustable-position external antennas and 2x2 MIMO Wi-Fi help maximize the wireless performance. An integrated four-port Gigabit switch provides Ethernet ports for wired connections to computers, TVs, HomePlug adapters, MoCa and other devices. With its high speed, advanced firewall, and IPv4/IPv6 networking support, this is a product designed and built for high performance today and for years to come. It's certified for money-saving own-your-cable-modem programs by Comcast (Xfinity), Cox, Time Warner Cable, and other cable service providers."
38879933,Hp Pavilion, Desktops,In need of money! Please look into it. HP pavilion has windows 10. Trying to get to Idaho. Ask for more information
38879797,Western Digital My Passport 2TB wireless drive - $125 (Midvale), Desktop Hardware and Accessories,"New: $220.00Allows you to wirelessly access, save and share data, so you can stream up to 4 high-definition videos simultaneously or connect up to 8 compatible devices.- 2TB storage capacity- Provides plenty of space for your music, movies, photos and other files.- quick and easy access via your tablet or smartphone.- Rechargeable battery- Provides up to 6 hours of streaming and up to 20 hours of standby time and, along with a portable design, allows easy use on the go.- Compatible with PC- For use with your existing computer. May be reformatted for use with Mac OS X."
38879699,IPad air 1st Gen, Apple iPads and Accessories,I have an iPad I would like to sell.  Perfect condition and gently used.  Space Grey16 gig WiFi only 1st genWilling to negotiate price.  Never use it anymore.  Please text day or night and I'll respond asap. Willing to negotiate pricing.
38879631,Like New 16GB iPad Air w/ Accessories, Apple iPads and Accessories,"I have a like new 16GB iPad Air that has extremely light use. No physical or cosmetic damage whatsoever.In addition, I have a carrying bag, slim leather cover, and two smart cases (one red and one black).Call or text if interested.Text for pictures.Thanks for looking! :)CASH ONLY. NO PAYPAL."
38879462,AUDIOVOX DVD 1680 Player - $150 (Midvale), Desktop Hardware and Accessories,"NEW: $549.95AUDIOVOX DVD 1680 PlayerCredit Card RemotePlays DVD, VCD, CD, CD-W, CD-R &MP3Dolby Virtual Surround (Q-Surround)3.5mm stereo headphone jackAudiovox dvd-1680 portable dvd player includes remote control, power cord, cables (remote monitor cables)"
38879393,DELL E6510 CORE I 7 with Windows 10 Pro, Laptops,"DELL Latitude E6510 CORE i72.67 GHZ Core i7, 4 GB, 640 GB HARD DRIVEWINDOWS 10 PRO 64 BIT (fresh install)DVD-CD/RW, Smart Card Reader, WIFI, Bluetooth, E SATA, Display Port, Back Lit Keyboard AVG Antivirus. VLC Media Player, Adobe Reader /Flash Player, JAVA, Google Chrome$325.0030 warranty on all my systemsThanks for looking have a great day!"
38879333,DELL Latitude E6510 CORE i7, Laptops,"DELL Latitude E6510 CORE i72.67 GHZ Core i7, 4 GB, 250 GB HARD DRIVEWINDOWS 7 PRO 64 BIT (fresh install)DVD-CD/RW, Smart Card Reader, WIFI, Bluetooth, E SATA, Display Port, Back Lit Keyboard AVG Antivirus. VLC Media Player, Adobe Reader /Flash Player, JAVA, Google Chrome$300.0030 warranty on all my systemsThanks for looking have a great day!"
38879322,HP photosmart printer, Printers,"HP Photosmart Inkjet Printer - Color - Photo Print - Prints photos and normal papers.Product OverviewThe HP Photosmart 7760 photo printer offers high performance direct photo printing in up to 6-ink color or up to 4800-optimized dpi. With an image LCD preview screen, it is so fast, convenient and easy to edit, enhance, preview and print memories - no PC required! Just slip your camera's memory card into a compatible slot, then use the 1.8-inch image LCD or the HP Photo Proof Sheet and top panel buttons to preview, edit, select, save and print your photos. And you get two built-in paper trays, making it easy to print both 4 x 6-inch and standard size prints with or without borders. Your printing options are so versatile - everything from high-quality photos that resist fading for generations - twice as long as most traditionally-processed photos - to great everyday textTEXT IS BEST, calls ok"
38879259,DELL E6410 CORE i5 & Windows 10 Pro, Laptops,"DELL Latitude E6410 CORE i5

2.67 GHZ Core i5, 
Max turbo frequency 3.33GHZ
4 GB, 320 GB HARD DRIVE
WINDOWS 10 PRO 64 BIT (fresh install)

DVD-CD/RW, Smart Card Reader, 
WIFI, Bluetooth, E SATA, Display Port 

AVG Antivirus. VLC Media Player, Adobe Reader /Flash Player, JAVA, Google Chrome

$250.00

MY LAPTOPS COME BACKED WITH A 30 DAY HARDWARE WARRANTY THIS WAY YOU CAN BUY WITH PEACE OF MIND THAT YOU ARE GETTING A PRODUCT THAT HAS BEEN TESTED THOROUGHLY.

Thanks for looking have a great day!

check out the rest of my adds."
38879291,Lenovo, Laptops,"Lenovo lap top computer. Hardly used. Comes with Dragon software, head phones and carrying case. Text for more information. "
38879155,1tb Western Digital 3.5 SATA Hardrive, Desktop Hardware and Accessories,I have a 1tb Western Digital 3.5 SATA Hardrive in perfect condition
35994726,HP Photosmart D7560 printer, Printers,"hp photo printer in excellent condtion High-performance color inkjet printer with 3.5-inch touch-screen displayPrint at blazing-fast speeds of up to 33 ppm black and 31 ppm colorUltra-high resolution capabilities up to 9600 x 2400 dpi in full-colorDirect printing capabilities via memory card, PictBridge camera, or USB125 Sheet paper tray and 20-sheet photo tray with auto paper-type sensor"
38878574,Ethernet Cable | 50ft | Cat6 | Cable Master, Desktop Hardware and Accessories,50ft Cat6 Cable Master Ethernet Cable. Used. Fully Functional. Landlord painted over it a little but still good condition. $10Call/Text
38878197,Brother MFC-8840D Laser Printer with extra toner cartridge, Printers,Brother MFC-8840D Laser Printer that includes a toner cartridge.
38878050,MacBook Pro, Apple Laptops,"MacBook Air in good working condition. Wiped so like new. Several scuffs and scrapes on the outside.
Has Disk Drive
250 GB hard drive 
4 GB ram 
Price reasonably negotiable. 
Cash only 
"
38877653,Gaming PC! GTX 970/Intel i5-4590/1TB HDD/8GB RAM + Peripherals!, Desktops,"This beast of a machine was built about 6 months ago. Sleek looking case that holds:Geforce GTX 9701TB HDDIntel i5-4590 @ 3.30 GHz(Quad core)8GB of RAM, etc. Clean install of Windows 10I have yet to find a game that this cannot run. I've run games like Far Cry 4, Battlefield 4, Tomb Raider, and others on Ultra settings w/o any hiccups in the framerate whatsoever. Previous owner also said that The Witcher 3 ran flawlessly on High graphics.It's powerful, quiet, and will make all your dreams come true. #voteforpedro INCLUDED:Monitor(1920x1080 ACER beauty)Mouse(Roccat XTD)Keyboard(Logitech)Come and test it out!Text is best."
38877423,Hp Laptop , Laptops,Runs great. 1tb hard drive
38521157,Microsoft Surface Pro Type Keyboard Cover - Dark Blue - Brand New, Laptop Hardware and Accessories ,"This is a brand new, never used Surface Pro Type Cover.  The color is dark blue.  The Part Number is RD2-00079 and the Model Number is 1709.  This is compatible with the Surface Pro 3 and Surface Pro 4.Please text or email me with any questions.  Thanks so much for looking."
38876998,"Asus 17\"" Laptop, i5, 8GB RAM, Nvidia Graphics", Laptops,"If you\'re looking for a laptop with lots of power that can replace your desktop computer, you\'re gonna love this guy. It is made by Asus so you know it\'s going to be reliable. It has an Intel Core i5 processor with 8 gigs of ram and a whopping 17.3\"" screen. Also has an NVIDIA GT 635M graphics card, so you can even play 3D video games such as League of Legends! This laptop is running the latest version of Windows and it runs very smooth. Firm on price. "
38254368,HP 7550 Photosmart Printer, Printers,"HP 7550 Photosmart Color Printer.  Printer is in good shape with Disk drivers CD.  It is not supported by Windows 10, if you have Windows 7 or older, then this printer will work with your Operating System."
37256744,"Century Link PK 5001A VDSL/ADSL WIRELESS "" N "" SPEED WIFI 802.11N", Desktop Hardware and Accessories,CENTURY LINK MODEM/ROUTER WIRELESS N SPEED. COMES WITH POWER ADAPTER AND SPEC'S SHEET WITH FUNTIONS. SEE PICTURES FOR DETAILS AND CONDITION.
38466696,Sony DRU-830A 18x Internal Dual-Layer DVD Burner, Desktop Hardware and Accessories,"Sony DRU-830A 18x Internal Dual-Layer DVD Burner.  Used, was working fine when I removed it from computer. I prefer to be contacted by text if possible."
38876088,PowerColor TurboDuo Radeon R9 280, Desktop Hardware and Accessories,This Graphics card has served me well for almost a year now. I have used it mostly for gaming and video editing. It plays new games like the Witcher 3 at high settings. It is still in just as good condition as when I got it. Comes with original box and stuff. I am selling because I just upgraded to the R9 390x.
38875784,Looking For Laptop, Laptops,Looking for a laptop that works fine. Doesn't have to be the best laptop. My budget is no more than $130. I know it's a low price but just need something that could edit videos. Message anytime!
38875420,Desktop Computer and LG Flatscreen Monitor, Desktops,"I have a desktop computer, Aopen is the brand name as far as I can see on the tower.  It comes with an LG Flat Screen Monitor in excellent condition, no scratches.  Comes with keyboard and mouse.  Just needs an OS of your choice installed.  Call or text if interested. 801-309-3589"
38875409,2011 Macbook Pro 15 Inch, Apple Laptops,"GREAT condition macbook 2011, barely used. Only used for word documents and homework. Had Apple do a diagnostic system check for a summary showing everything is in perfect condition."
38875340,Linksys Cisco WRT400N Dual Band Router, Desktop Hardware and Accessories,"Just upgraded router...this one works fine and we had Xbox, 4 laptops and 3 iPads all going at the same time..."
38874541,"QUAD CORE GAMING PC WITH 22 INCH MONITOR LOADED PERFECT FOR LEAGUE OF LEGENDS, DOTA2, SWTOR AND MORE ONLY 350.00", Desktops,"Today I am selling a sweet custom built gaming pc perfect for all of your favorite MOBA and MMORPGS as well as shooters like COD, BF and more

This system is FAST

Its running a Phenom x4 965  Quad Core CPU @ 3.4Ghz per core

8 Gigs of DDR3 RAM

AMD Radeon HD7770  Graphics card 

Mid Tower Gaming case with Green LEDS and 120mm fans for great airflow.

If that isnt all Im also including a 22 inch Widescreen LED Monitor

I will Include a Warranty with this system.

I have a 200 Meg internet connection and you are welcome to come over and download your game clients and take this baby for a test drive.

Call or Text to make an appointment I am available anytime in the afternoons and evenings 

Delivery is available and If you tell me what game you like to play I can have it preloaded on the system.


Mat

801-923-4335


**Check out my other ads for more great deals on desktops, laptops and other computer related items**


***Thanks for looking and have a great day***"
38874473,Hp Chargers 30.00 Obo, Laptop Hardware and Accessories ,I have hp laptop chargers for sake there are a few others than what are in the photo as well
38874421,Sony vaio all in one touchscreen pc!, Desktops,"Sony Vaio all in one 23in touchscreen pc. Vpcl23bfx . it works pereft and is in excellent shape. It has a wireless bluetooth computer, and wireless mouse. Asking 260 or best offer"
38874269,GTX 770 Gigabyte 4GB WindForce, Desktop Hardware and Accessories,Selling this GTX 770 4GB Gigabyte Windforce for only $130. Still in good condition. Text me at 801-803-9661 Eric.
38874089,IOGEAR GKM552R Wireless Keyboard and Mouse, Desktop Hardware and Accessories,"Wireless keyboard and mouse, plus their USB transceiver. Note that the keyboard is ISO layout. You can use one or two AA batteries in the mouse depending on how heavy you want it."
38873828,Have an App Idea? We Are the No 1. Leading app Developers. Get It Done Right The 1st Time. We Have over 1000's Of Satisfied customers. We Will work with your budget. We Are Honest And Straight forward. We Are located in Utah County. We Have An Team of International Software geniuses. Call For A Free Quote. 385 448 6191, Software,"Mobile app, html, java, ios, android, Web design, Drupal, API, python, sdk, etc. Games, fitness apps, business dashboards. Biometric software,  nanotechnology software. Social media marketing. "
38873623,Dell 2120 n550 250 gb laptop notebook, Laptops,"Rugged 2120 perfect for a student. Small easy to carry around 10.1 screen , licenced windows 7 professional installed. 250 gb hard drive n550 processor. Great for office/school work. Netflix etc. These notebooks were built tough with a rubberized finish. Fresh install and updates. This was the top of the line model with built in Web camera faster processor. 95 obo"
38873681,Dell 17 Inch Monitor, Monitors,"17 inch dell monitor, has a built in swivel stand"
38873653,8 Gig Samsung Galaxy Tab 3 Wi-Fi, Android Tablets and Accessories,Tablet is in really great condition! We just never use it anymore. It has a micro SD slot so it can have a lot more memory than 8 gigs. Comes with a case and charger as well. We\\\\\\\\\\\\\\\'ve had it for just over 2 years and it\\\\\\\\\\\\\\\'s worked really well. Call or text if you have questions and are interested! Cash only please. 
38873469,DVD Player Portable Pink 5 To Chose From , Desktop Hardware and Accessories,Pink personal DVD player 9 inch with car and home charger. 
38872824,Compaq Pisario 700, Laptops,I don't have a charger for it  but I will make sure it's charged so you know it works. Freshly reformatted and windows 7 is installed with all the drivers. 2 gig of ram 100 gig hard drive Intel duo core processor. Make me an offer. 
38872634,computer hardware miscellaneous, Desktop Hardware and Accessories,"i have here 2 functioning computer towers, one about 8 years old one about 5 or so years old, and a shenbro server case, complete other than a motherboard, which i might add can be found in the newer computer tower if your willing to do some work transfering it, thats about 4 years old, it has 5 hard drive bays and a dvd writer drive onboard, i have a solid state hybrid drive ill throw in, and 2 monitors, one takes a proprietary power cord from dell and i dont have it and dvid and evga connections, the other only has a vga connection but takes standard power supply cord, many of which i have.  call ONLY i have a home phone, check out my other ads please and have a wonderful day!  thank you."
38872457,Download Unlimited music from Pandora., Android Tablets and Accessories,"Download Unlimited music from Pandora. This Pandora App lets you download any song it goes directly to your music with a cover photo of the artist.Great quality audio. No ad's, unlimited skips.Only 15 dollars to install the app on your phone or tablet. ANDROID ONLY / NO NEED TO ROOT YPUR DEVICE. Any questions, Text Me. Anytime.Jacky, 801 893-5252"
38872316,I Pad Mini 2 32 GB brand new in wrapper, Apple iPads and Accessories,"Great deal on a Apple iPad mini 2 with WiFi 32GB, Space Gray. Brand new still in wrapper.  $295I won this mini iPad, selling to purchase a computerCall or text Jeff (385) 315-6902"
38872087,Mophie Charger, Laptop Hardware and Accessories ,"Juice pack powerstation duo. In great shape, and handy to have."
38872026,Mophie Charger, Apple iPads and Accessories,"Juice pack powerstation duo. In great shape, and handy to have."
38871982,Mophie Charger, Apple Hardware and Accessories ,"Juice pack powerstation duo. In great shape, and handy to have."
38871961,Mophie Charger, Android Tablets and Accessories,"Juice pack powerstation duo. In great shape, and handy to have."
38872038,Parts, Desktop Hardware and Accessories,Misc labtops desktops parts ect
38871881,HP Laerjet P2035, Printers,"Excellent condition, full toner. Works great"
38871940,Ethernet Switches, Desktop Hardware and Accessories,I have multiple 48port Ethernet switches for sale at $15 each. $7.50 for 24 port.
38871897,Duel, Apple Laptops,Apple duel core Mac book produal
38871817,Labtops, Laptops,Used most working
38871687,McAfee Total Protection 2015 for 3 PCs, Software,The is an unused subscription card for one year McAfee Total Protection antivirus. This will give access to 3 PCs. Got it on a deal with other items and don\'t really need it. Call or text with questions.
38871768,"HP laptop with 17\"" screen like new ", Laptops,"Like new factory reset. Has 4Gb memory Windows 10, 10 key number pad, and Cortana.  In perfect condition. Please cash only email or text. "
38871711,Labtops, Laptops,Used laptops 
38871563,"20"" iMac", Apple Laptops,"It is a 20"" iMac with a 2.66 Intel Core 2 Duo processor, 4 GB 1067 MHz DDR3 ram, with a NVIDIA GeForce 9400 256 MB video card, and a 320GB HD.  It has OS X 10.9.5 Mavericks installed as well as ILife 11, iWork 09, and Microsoft office 2011.  It works great and would be a great computer for school. call or text 8017851459"
37849790,BRAND NEW Zagg folio keybooard, Apple iPads and Accessories,"This is a brand new zagg folio for and ipad mini. I did lift the cover (that attaches magneticly) on the package to take a picture but other than that this box has been in a drawer since I got it.  I just got it but I decided to sell my ipad so I won't be needing it. If you want the ipad too check out my other adds. I also have an ipod, tools, property, tons of stuff so check my adds out. click ""adds by seller"" on this page"
38871551,Dell XPS 13 w/ Windows 10 - Price Reduced!, Laptops,"Dell XPS L321XWindows 10, freshly installedIntel i5 Quad Core CPU4 Gigabytes RAMHD Screen128 GB SSDAluminum Body2 USB PortsMini Display Port Power Cord / ChargerBONUS - USB Ethernet Networking Adapter Included!This is an excellent laptop for students and casual users. Lightweight and compact, it is very easy to transport. A fast processor, plenty of RAM and a speedy Solid State Disk means programs load quickly and the user experience is fluid and responsive.Laptop is in excellent condition with only minor exterior wear. Removable Firefox logo on case.  This is a great little laptop that will go fast!"
38871420,Epson color printer, Printers,Epson color printer works great. Has preview screen. Prints from media cards and usb port.
38871252,1TB RAID drives with hot swap cases, Desktop Hardware and Accessories,"Two 1 TB drives - RAID, SATA and with digital hot swap cases included."
38871144,Netgear N450 Router - DOCSIS 3.0, Desktop Hardware and Accessories,"Like new, moved and switched to Google Fiber. Includes cables and adapter. Has DOCSIS 3.0. Excellent range ($110 at walmart)"
38870133,Monitor Compaq S710 And KDS Visual Sensations , Monitors,"Free to who ever gets them first. Address 874 South 1000 East 
Orem Utah 84097. When I notice they are gone I will update the add. "
38869668,Compact Computer Case, Desktop Hardware and Accessories,"This is a nice-looking computer case for a desktop computer or a home theater PC.It fits in well with the design of most entertainment center components so it should look great near your TV. It would also work well for a normal desktop computer, especially if you like a computer to be compact and out of the way.It fits MicroATX and MiniITX motherboards.Cash only. Text is preferable."
38869450,Hewlett Packard laptop, Laptops,"Selling a Hewlett Packard laptop with charger,model is 2000 notebook.asking 150.00 obo,no trades."
38869136,"iMac (Mid-2011) 21.5"" 2.5GHz Intel Core i5, 4GB DDR3 RAM, 500GB Hard Drive", Apple Laptops,"This ad is for an Apple iMac. It is a 2011 model. It comes with the iMac, keyboard, mouse, power cable, original box, and paperwork. Everything is original from the store. It does not still have any warranty. The specs on the computer are as follows: - 21.5"" screen- 2.5 GHz Intel Core i5 Processor- 4GB DDR3 RAM- 500GB Hard Drive This iMac is in PERFECT CONDITION!!! Please feel free to call or text any time!!! $800Thanks! David 385-224-1370"
38533753,PC desktop hp, Desktop Hardware and Accessories, HARD drive 1 TB RAM: 8GB VIDEO: 1GB PROCESSOR: QUAD CORE 2.2 Windows 7I have 2 of this pcs available
38868868,Unused Refurbished Dell Laptop, Laptops,still in box it was delivered in. Just need the money and need to sell ASAP. Haven't used it. Will accept any reasonable offer. Call or text 801-388-6284 anytime
38868558,19 inch Asus Monitor, Monitors,"I bought this to complete my MBA and now that I'm done with that I don't use this any more or need it.  Is in perfect working condition.  Ultrafast 5 ms response time19.5"" widescreen 10-point touch-screen display100,000,000:1 contrast ratio1600 x 900 resolutionDVI-D and VGA inputsENERGY STAR certifiedCash only.  No trades.  Call or text 801.759.9336."
38868605,Spore & Spore Creepy & Cute Parts Pack, Software,This is Spore and the Spore Creepy and cute parts pack for the PC. In great shape and in the cases. I can be reached by text at 801-520-6487. I can meet in the Riverton South Jordan area
38868154,Lenovo Keyboard And Mouse Still In Box, Desktop Hardware and Accessories," keyboard and mouse
Still in box new"
38868078,Wifi Cantennas, Desktop Hardware and Accessories,"2 Cantennas. Build a long range Wi-Fi network. 
Modem not included."
38867615,Intel Xeon E3110 @ 3.00GHz core and two Crucial 2GB DDR2 ram, Desktop Hardware and Accessories,I have an extra Intel Xeon E3110 @ 3.00GHz core and two extra 2GB slots of ram. They have been used and I need to sell them. Text me at (385)-414-2309. No emails. Best offer.
38867482,"Late 2010 MacBook Air - $499 OBO - Bonus ACER 24"" Monitor", Apple Laptops,"Selling my late 2010 MacBook Air:     - 1.86 GHz Core 2 Duo     - 2 GB RAM     - 128 GB Flash MemoryGreat condition. Only purchased for job searching Oct 2015 certified pre-owned from Simply Mac. Used very little aside from word processing/web searching. Bonus ACER 1080p 24"" monitor. Can be mirrored or used as a second display. Slightly scratched on bezel, but screen is great. Asking $499 OBO. Serious inquiries only."
38866970,Hp laser jet 500 Color, Printers,Excellent condition. Laser jet 500 color m551. Wifi printing stopped working. Only about a year old. Probably only needs a minor fix to be up and running like new
38866915,Casual Gaming laptop for sale, Laptops,"I got this gaming laptop for sale. Will play your games decently. Gateway Fx P-70 Model.Specs are the following:Intel Core 2 Duo4gb memory ramNVidia Geforce 9800m GTS 1gb graphics cardEverything works on the laptop, comes with charger as well. It was windows 7 not vista. Asking 250.00 or best offer, call or txt"
38866858,laptop chargers 30.00 obi, Laptops,I still have a few laptop chargers available. Call or text anytime with yiur model number eand I'll see if I have the charger for it. I mostly have hp and dell chargers left but I do have a few for Acer Asus and Toshiba and a few others as well. Can deliver if necessary. 
38866790,"$1,000 gift card to Apple Store ", Apple Laptops,"I have a gift card to Apple Store for over a thousand. I think around $1,020? I will have to double check. I will only sell it at the Apple Store cash only. 

Shane 801-953-9595"
38866709,laptop chargers 30.00 obo, Laptop Hardware and Accessories ,"I still have a few laptop. Chargers left. mostly hp dell but a few acer,Asus and Toshiba as well.  call or text any time and let me know what kind of computer you have and I can check quickly to see if I've got a charger for it"
38866509,Laptop From PC Laptop for sale, Laptops,"Selling my laptop made for gaming from PC Laptops. Got is a gift. I no longer need it since I rather have the money for it to pay  some bills. Here are the specs I know:Intel Core i5 processor16 gb memory RamNvidia Geforce 650m Graphics cardWireless adapterComes with charger, it is taped up but it still works good.All of the laptop components work. Will play all games current on the market, you can also install windows office and use it for both school and gaming. Asking 350.00 for it or best offer. Call me or txt."
38866581,Dell XPS 430 Tower And Accessories, Desktops,"The tower is a Dell XPS 430 originally used for gaming it comes with hp w19 monitor, keyboard, and usb mouse as well as the factory owner's manual and software asking $300 for the whole package"
37896315,Apple MacBook Pro Super Drive UJ-85-J-C CDRW/DVDRW, Apple Hardware and Accessories ,Apple MacBook Pro Super Drive UJ-85-J-C CDRW/DVDRW Internal drive in used but excellent condition.
